username,rating,sentiment,date,review,clean_review
Pupu,3,Neutral,2026-04-07 06:39:43,"sering error, sudah dapat driver tp masih searching. map tidak gerak driver sudah sampai banyak bug nya. team IT betulin dong",sering error sudah dapat driver masih searching map tidak gerak driver sudah sampai banyak bug nya team betulin dong
Lance Treize,3,Neutral,2026-04-07 04:45:33,Rates are relatively expensive compared to other competitors. Maybe worth the premium pricing for safety I guess.,rate relatively expensive compared competitor maybe worth premium pricing safety guess
Jia Jia,1,Negative,2026-04-07 02:46:52,"Love how the system assumes I can teleport directly into the car the moment the driver arrives. Unfortunately, I’m still a human being who needs a few seconds to be there. Also impressive how fast extra charges get applied.. zero hesitation there. Efficiency at its finest… just not in the areas that actually matter.",love system assumes teleport directly car moment driver arrives unfortunately still human need second impressive fast extra charge applied zero hesitation efficiency finest area actually matter
Andy Barnett,5,Positive,2026-04-07 01:14:28,"excellent driver, great entertainment all the way home",excellent driver great entertainment way home
abeyy baha,5,Positive,2026-04-07 00:54:20,Good and very polite driver,good polite driver
Jeffrey Ortiz,1,Negative,2026-04-07 00:15:12,"Scam company. dont connect the card here! or they charge you and not return your money back! make cash only! you can make an order and every driver that takes your order will wait a lot of time and not move then will call and ask to cancel, and the process can repeat a lot of hours. Why don't grab control the drivers they hire and not punish them for wasting client time? if you need to urgently go to the airport and still waste time in finding a drive for the drive you already was pre charged???",scam company dont connect card charge return money back make cash make order every driver take order wait lot time move call ask cancel process repeat lot hour dont control driver hire punish wasting client time need urgently airport still waste time finding drive drive already pre charged
Nuttaprop Vacharakornrawut,1,Negative,2026-04-06 23:40:48,ห่วยแตกครับ ส่งก็ช้า เรียกรถก็ช้า ราคาก็แพง หลังๆมาสั่งอาหารแม่งต้องช้าาาาออกไปตลอด,
Divina Bulac,5,Positive,2026-04-06 23:35:52,very convenient..so good,convenientso good
rome claver,5,Positive,2026-04-06 23:08:47,thanks grab,thanks
Shaown Ahamed,5,Positive,2026-04-06 23:05:04,good,good
Neisa Hibatillah,3,Neutral,2026-04-06 22:25:24,"cannot cancel booking while it took very long to find driver. also they said that ""you'll only be charged when the booking is completed"" but they always take ur money before. lastly there's no way to contact actual support on the app to ask for refund",cancel booking took long find driver said youll charged booking completed always take money lastly there way contact actual support ask refund
夜殤,1,Negative,2026-04-06 21:45:51,"totally no driver, wasting 40 minute to book a grab",totally driver wasting minute book
Jazzy Jazz,5,Positive,2026-04-06 21:41:54,"Great service, no complications",great service complication
Sajjad Ahmed,5,Positive,2026-04-06 21:40:16,one stop solution for transport and food if u visit Thailand,stop solution transport food visit thailand
Mark Jason Poblacio,4,Positive,2026-04-06 21:03:17,okay,okay
Amii,1,Negative,2026-04-06 20:42:00,app gak jelas susah banget dapet driver,gak jelas susah banget dapet driver
ANTON Z,5,Positive,2026-04-06 20:36:48,easy to find a car,easy find car
Vic Aiden,1,Negative,2026-04-06 19:42:53,ဘာတာဝန်ယူမှုမှမရှိတဲ့appပါ,
Pyae Gyi (Ax),5,Positive,2026-04-06 19:11:24,good apps,good apps
Htwe Htwe,5,Positive,2026-04-06 19:00:49,အဆင်ပြေတယ်,
Bud Dy,5,Positive,2026-04-06 19:00:05,very nice,nice
Charlie Golgota,5,Positive,2026-04-06 18:55:13,thanks you,thanks
Ace James Michael Jaingue,5,Positive,2026-04-06 18:43:31,I like it,like
Susan Lee,4,Positive,2026-04-06 18:22:47,work really well in Hanoi. very pleased with the app.,work really well hanoi pleased
Lupita Moza,1,Negative,2026-04-06 18:21:41,"i alr got a driver for my grabfood, but wdym he cancelled after more than 1 HOUR of me waiting. so now i need to wait for another person to pick up my order. even worse with the fact that its raining now, so i might have to wait for 2 hours maybe? lol. grab, please fix your system so that we can cancel grabfood driver.",alr got driver grabfood wdym cancelled hour waiting need wait another person pick order even worse fact raining might wait hour maybe lol fix system cancel grabfood driver
Alex Warren,5,Positive,2026-04-06 18:11:50,first time visiting Thailand it made it so easy to get food and go places without worry cant wait to use it again,first time visiting thailand made easy food place without worry cant wait
Kenny,5,Positive,2026-04-06 18:06:44,so far so good 😊,far good
Yan Naing win,5,Positive,2026-04-06 18:02:08,အရမ်းသုံးကောင်တယ် good,good
Flordeliza Boyles,1,Negative,2026-04-06 17:57:31,"ung mcdo lubao, nag deliver ng mc float fudge dito samin lusaw na at maasim na ing coke float hot fudge nung ininom ko konti di ko napansin nasuka ako",ung mcdo lubao nag deliver float fudge dito samin lusaw maasim ing coke float hot fudge nung ininom konti napansin nasuka ako
Brian Goldsmith,5,Positive,2026-04-06 17:31:45,Great,great
Danny Brubaker,5,Positive,2026-04-06 17:21:20,It's cheap and fun to use the scooters! 😀,cheap fun scooter
Jessica Sok netra,5,Positive,2026-04-06 17:19:41,very good 😊,good
AB Susilo,5,Positive,2026-04-06 17:08:46,excellent,excellent
Shattered Time,1,Negative,2026-04-06 16:48:04,"The support is the worst. In thailand they block my credit card several times without purpose while I use it on other apps with no problems. A taxi driver hit my phone and broke it, the support did nothing.",support worst thailand block credit card several time without purpose apps problem taxi driver hit phone broke support nothing
Ninong B,1,Negative,2026-04-06 16:28:53,Bawal mag cancel sa app nyo? Puro ai sumasagot sa support nyo magsara na kayo!,bawal mag cancel nyo puro sumasagot support nyo magsara kayo
sx 40,1,Negative,2026-04-06 16:21:27,it keeps deleting my basket when ordering from Robinsons Balagtas Town Center 🤦,keep deleting basket ordering robinson balagtas town center
Khamari Khamari,1,Negative,2026-04-06 16:03:45,ပစ္စည်းတစ်ခါပဲ ကျန်ခဲ့ဖူးတယ် အဲတစ်ခါ ပြန်မရဘူး,
Annabel Villa,5,Positive,2026-04-06 16:02:52,goodsss,goodsss
ashraf awatif,3,Neutral,2026-04-06 15:57:36,👍👍,
Mayukh Chatterjee,5,Positive,2026-04-06 14:46:27,Awesome App,awesome
Dini Hanim,1,Negative,2026-04-06 14:44:40,almost 2 hours waiting even the first duration estimated was an hour... Got cancelled also,almost hour waiting even first duration estimated hour got cancelled
Vincent Franglin,5,Positive,2026-04-06 14:31:38,Good,good
Japleen kaur,5,Positive,2026-04-06 14:31:20,"Grab is a very useful app for transportation and food delivery. Booking rides is quick and easy, and drivers are usually reliable. The app works smoothly and saves a lot of time. Highly recommended.",useful transportation food delivery booking ride quick easy driver usually reliable work smoothly save lot time highly recommended
Harveno Made,1,Negative,2026-04-06 13:50:54,"Sekarang setiap buka app grab selalu minta verify OVO, sangat mengganggu!",sekarang setiap buka selalu minta verify ovo sangat mengganggu
Nader Kabir,1,Negative,2026-04-06 13:48:19,Harganya sangat mahal 😰🤯😰🤯kota Makassar?Tidak ada promo??👎👎,harganya sangat mahal kota makassartidak ada promo
M. C.,4,Positive,2026-04-06 13:40:20,very good,good
Patrick Brian Baclayo,1,Negative,2026-04-06 13:40:18,"We fully paid for our order via GCash, but it never arrived. What’s worse is we were only refunded half of the payment. There was no proper accountability or resolution. Very disappointing experience.",fully paid order via gcash never arrived whats worse refunded half payment proper accountability resolution disappointing experience
Koay Chew Bin,5,Positive,2026-04-06 13:33:20,Polite driver.,polite driver
PICARD YOUNG,5,Positive,2026-04-06 13:29:54,solid app,solid
Michael Duhaylongsod,1,Negative,2026-04-06 13:25:14,"bad experience, all of your employees have bad attitude very unprofessional people",bad experience employee bad attitude unprofessional people
AK D,1,Negative,2026-04-06 12:52:25,Your new verification if not a robot is so annoying. Please go back to the standard one as nakakaubos ng oras especially kapag nagmamadali yung tao. It's not user friendly.,new verification robot annoying back standard nakakaubos oras especially kapag nagmamadali yung tao user friendly
Porli Den,5,Positive,2026-04-06 12:34:42,"I don't know that food can be paid in cash. Plus, the food vendor is quite responsive too.",dont know food paid cash plus food vendor quite responsive
NARENDRA “Pin2” KUMAR,1,Negative,2026-04-06 10:58:56,fully fake don't install,fully fake dont install
akhmam fahmi,5,Positive,2026-04-06 10:22:08,Ok,
Ramaes Varan,5,Positive,2026-04-06 10:07:35,Safe & Convenien,safe convenien
Toyo Yuniarto,1,Negative,2026-04-06 09:18:06,apa itu canceled fee . . . ci na,apa itu canceled fee
Robert Diloreto,1,Negative,2026-04-06 08:43:39,take your money through unfair charges no support.. all AI bots do not support such companies go look for ZIG,take money unfair charge support bot support company look zig
Rara Nabila Az Zahra,1,Negative,2026-04-06 07:58:20,"Pesanan masuk ke resto ataupun ke apotek tujuan SANGAT LAMBAT. MENDING PAKE APLIKASI SEBELAH, ANCURIN AJA NI APLIKASI",pesanan masuk resto ataupun apotek tujuan sangat lambat mending pake aplikasi sebelah ancurin aja aplikasi
name steps,1,Negative,2026-04-06 07:53:35,"The bug that prevents profile editing is very annoying, please fix it.",bug prevents profile editing annoying fix
Jesse LHS,1,Negative,2026-04-06 07:52:48,"selalu jauh kalau ngasih driver, pdhl yg dket banyak, no respect",selalu jauh kalau ngasih driver pdhl dket banyak respect
Iva Boii,4,Positive,2026-04-06 07:36:29,Friendly,friendly
"FAJARDO, JESSE JAMES B.",1,Negative,2026-04-06 07:09:39,"Been using grab for a long time and it served me well, until it charged me twice. I reported the problem and it replied immediately, but it said ""rest assured grab did not charge you twice"" even with a screenshot that it deducted twice. Boycotting this app and telling everyone I know to stop using grab.",using long time served well charged twice reported problem replied immediately said rest assured charge twice even screenshot deducted twice boycotting telling everyone know stop using
Aziz FG,1,Negative,2026-04-06 06:09:30,suka sengaja meng cancel orderan (bukan dr driver krn sudah tektokan dan driver mau ngambil pesanan) dengan dalih menaikkan harga/ongkos nya. curang banget,suka sengaja meng cancel orderan bukan driver krn sudah tektokan dan driver mau ngambil pesanan dengan dalih menaikkan hargaongkos nya curang banget
abel reen,1,Negative,2026-04-06 06:06:58,useless app . . making fare rate increase faster even driver decline . .,useless making fare rate increase faster even driver decline
Aun Roberts,5,Positive,2026-04-06 05:14:00,Truly a gamechanger for visitors!,truly gamechanger visitor
Genesis Arnaiz,5,Positive,2026-04-06 04:33:34,very helpful,helpful
Willy Magan,4,Positive,2026-04-06 04:26:26,verrygood,verrygood
Shraddha Gurram,5,Positive,2026-04-06 04:19:33,"Grab is very convenient for transportation and food delivery. The app is user-friendly, and the service is reliable. A must-have for daily needs!",convenient transportation food delivery userfriendly service reliable musthave daily need
Fery,1,Negative,2026-04-06 03:50:43,ini kenapa ya drivernya pada jauh bangettt,ini kenapa drivernya pada jauh bangettt
Nur Liyana Zainudin,1,Negative,2026-04-06 01:03:30,"Grab car prices are getting more and expensive now, the prices are not affordable have to wait a long time for the driver to accept the order, a lot of time wasted please improve customer service",car price getting expensive price affordable wait long time driver accept order lot time wasted improve customer service
Son Nguyen Hoang Thao,1,Negative,2026-04-06 00:04:02,"🤡 thiết nghĩ mấy ông nào đề xuất ra cái phương án ghép đơn nên bị đuổi tôi đặt đồ có nước đá và đc giao sau, tới nơi thì đá tan hết sạch các ông làm tính năng có nghĩ trước k vậy",thit ngh xut phng ghp giao sau tan sch tnh nng ngh trc
Sashka “Roy” Liang,1,Negative,2026-04-05 23:46:32,Utterly horrible. Zero compensation when you have been waiting half an hour for food only for it to get cancelled. This happens everytime,utterly horrible zero compensation waiting half hour food cancelled happens everytime
Rkar LinThant (Rkar LinThant),5,Positive,2026-04-05 22:49:01,Good App,good
Analyn Pe Benito,5,Positive,2026-04-05 22:44:19,"ok,poh great",okpoh great
Siti Maryam,1,Negative,2026-04-05 22:37:06,tidak bisa pake jastip dan bayar jastip nya pun gabisa pake ovo dan cash gatau kenapa.,tidak bisa pake jastip dan bayar jastip nya pun gabisa pake ovo dan cash gatau kenapa
M Haiqal,1,Negative,2026-04-05 22:29:08,"susah dapat driver sekarang mau food atau transport, please fix it",susah dapat driver sekarang mau food atau transport fix
lukas,5,Positive,2026-04-05 22:23:11,"easy to use, good security features, convenient way to travel or order food. highly recommended",easy good security feature convenient way travel order food highly recommended
hendra susanto,1,Negative,2026-04-05 22:22:02,"entah skarang jadi susah banget mesen ojol. entah kejauhan, dicancel mulu, atau ga di pickup. kacau dah apps nya skarang",entah skarang jadi susah banget mesen ojol entah kejauhan dicancel mulu atau pickup kacau dah apps nya skarang
Yohan Storehouses,1,Negative,2026-04-05 22:00:49,"sulitnya mendapatkan driver saat hujan, kalau malam sih wajar tapi kalau ufah mengulang 5x tidak ada pick up driver ini keterlaluan.",sulitnya mendapatkan driver saat hujan kalau malam sih wajar tapi kalau ufah mengulang tidak ada pick driver ini keterlaluan
Lisa,5,Positive,2026-04-05 21:40:58,"first time user, quick easy great driver",first time user quick easy great driver
Hà Nguyễn Ngân,1,Negative,2026-04-05 21:35:37,"Mình đặt sai địa chỉ, yêu cầu tài xế đổi địa chỉ thì không được đồng ý, yêu cầu tài xế hủy (vì chú ấy đã bấm bắt đầu chuyến rồi, mình không hủy được) thì chú ấy lại bảo Grab sẽ trừ tiền của chú ấy nên không hủy. Ok thì mình trả cho chú ấy số tiền bị charge thêm ngay lúc ấy là xong? Nhưng không, chú ấy bảo chú ấy có việc rồi chạy mất luôn, đến khi không kết thúc được chuyến hay gì thì mới yêu cầu 20k để hủy chuyến. Mình không đồng ý và giờ minh có chuyến grab dài gần 8 tiếng chưa kết thúc :D",mnh sai khng chuyn mnh khng tin khng mnh cho tin charge thm ngay xong nhng khng vic chy lun khi khng thc chuyn hay chuyn mnh khng minh chuyn ting cha thc
Md Hridoy,5,Positive,2026-04-05 21:10:15,very good driver,good driver
Petrus,1,Negative,2026-04-05 21:06:49,Grabcarnya sampah,grabcarnya sampah
Sahsyasubramaniam Sahsyasubramaniam,5,Positive,2026-04-05 21:04:38,transport is in time and food.,transport time food
Rizky Anugerah,1,Negative,2026-04-05 20:32:28,tarif murah jadi customer yg susah dapet driver!! gimana kalo buru²!!,tarif murah jadi customer susah dapet driver gimana kalo buru
Angelo Asas,5,Positive,2026-04-05 20:05:34,it's nice,nice
ឥសី ពិស្វាមិត្រ,3,Neutral,2026-04-05 20:00:24,"doesn't remove finished food orders, always retain them in a basket, which is prone to duplicate order.",doesnt remove finished food order always retain basket prone duplicate order
Fernando Idos,5,Positive,2026-04-05 19:49:13,"Very Convenient,Easy to order Realble people 100 percent Recommended.",convenienteasy order realble people percent recommended
Iqlima,5,Positive,2026-04-05 19:44:48,i really love this app they really did a great job I'm having trouble and asking for refund and they work is really fast i really appreciate it and I'm using this grab for a Year this app really help me going to school hangout with my friends and more very recommended if anyone struggle don't have any transportation just download this app!!!,really love really great job trouble asking refund work really fast really appreciate using year really help going school hangout friend recommended anyone struggle dont transportation download
Junar Nagor,5,Positive,2026-04-05 19:40:29,satisfied,satisfied
Liza,1,Negative,2026-04-05 19:35:50,Makanan tak sedap.. Harga mahal... Suo ayam pucat.. Tak berbaloi dgn harga.. Rasa kureng. Saya tak rekomen kedai ni.... Jgn beli.. Anda akan menyesal,makanan tak sedap harga mahal suo ayam pucat tak berbaloi dgn harga rasa kureng saya tak rekomen kedai jgn beli anda akan menyesal
Kexin Loh,1,Negative,2026-04-05 19:31:43,The grab help line said i did not put my unit number but i have used it for so long and there wasnt a issue till yesterday they said it wasnt there.It must have been a system fail or bug.,help line said put unit number used long wasnt issue till yesterday said wasnt thereit must system fail bug
Blurry Fac3,1,Negative,2026-04-05 19:16:45,Trash,trash
Azirah Hamdin,5,Positive,2026-04-05 19:07:44,Trbaik,trbaik
Joko Priyono,4,Positive,2026-04-05 18:57:27,it's helpful but sometimes driver won't pick up :(,helpful sometimes driver wont pick
Jhonzayn Valenton,5,Positive,2026-04-05 18:31:44,very convenient,convenient
ILHAM MUHAMMAD,5,Positive,2026-04-05 18:13:19,okay👌☺,okay
Ei nA,2,Negative,2026-04-05 17:56:38,"The last few times I have needed cars I am getting 1 or more cancellations. As I type this I am on driver 3 and wait time gone from 3 minutes to 4 to 5 and who knows how many more before I can get a car in the middle of KL golden triangle. There needs to be heavier cancellation penalties. 2026-04-05: 3rd food oder cancellation this year. Losing the plot here, guys.",last time needed car getting cancellation type driver wait time gone minute know many car middle golden triangle need heavier cancellation penalty food oder cancellation year losing plot guy
Ko Ko,5,Positive,2026-04-05 17:51:00,good,good
Nur Zulaiqa (Popeeeeye),5,Positive,2026-04-05 17:29:30,Very convenient for transport and food delivery. Reliable drivers and smooth booking experience every time.,convenient transport food delivery reliable driver smooth booking experience every time
Theint Theint Thu,5,Positive,2026-04-05 17:25:51,အဆင်ပြေပါတယ်ရှင်,
raymon brosnan,1,Negative,2026-04-05 17:11:36,"hey stupid,today and now i booking grab bike i choose not wrong but you automatic give ma grab cars,if i have a other option i not choose your app!!!.",hey stupidtoday booking bike choose wrong automatic give carsif option choose
Aung Thin,5,Positive,2026-04-05 17:09:40,good 👍,good
- &- &,5,Positive,2026-04-05 17:01:58,Highly recommended,highly recommended
IdentifiedAsUnknown,1,Negative,2026-04-05 15:07:35,horrible delays,horrible delay
Derwin E,3,Neutral,2026-04-05 14:47:54,"No issue with grab food so far for me. However for transport, in the recent update I am now unable to select specific pickup/dropoff point where you're located since now can only select default marked pickup/dropoff point which is a real hassle. The block I am staying is a long block with 3 lifts (A to C) but grab transport map default pickup/dropoff point near lift A which is about 100meters to lift C. Everytime need to message/call driver to let him know of correct pickup point. -_+",issue food far however transport recent update unable select specific pickupdropoff point youre located since select default marked pickupdropoff point real hassle block staying long block lift transport map default pickupdropoff point near lift meter lift everytime need messagecall driver let know correct pickup point
ivor hanzevacki,2,Negative,2026-04-05 14:40:39,App often has incorrect locations,often incorrect location
helmi helmawan,1,Negative,2026-04-05 14:34:03,"update aneh. UX food gajelas. cari makanan. keluar list opsi. pas klik salah satu hanya buka menunya bukan buka tokonya. normalnya, orang buka salah satu opsi mau lihat MENU YANG ADA DI TOKO TERSEBUT. ini malah dikasi rekomendasi MAKANAN DARI TOKO LAIN. stop spamming ads on my face.",update aneh food gajelas cari makanan keluar list opsi pa klik salah satu hanya buka menunya bukan buka tokonya normalnya orang buka salah satu opsi mau lihat menu yang ada toko tersebut ini malah dikasi rekomendasi makanan dari toko lain stop spamming ad face
Thành Nguyễn,1,Negative,2026-04-05 14:19:39,Đặt cùng món ăn nhưng muốn chọn thêm topping hay chọn size khác thì không cho? Không hiểu dev đang làm gì nhưng mình hơn 2 năm rồi không thấy fix hay cố tình?,cng nhng mun chn thm topping hay chn size khc khng cho khng hiu dev ang nhng mnh khng thy fix hay tnh
glenda Villaces sidhu,5,Positive,2026-04-05 14:10:00,"thnx po, on time",thnx time
Diemtruc Lieu,1,Negative,2026-04-05 13:13:03,app có rất nhiều lỗi,nhiu
haidir mohd,5,Positive,2026-04-05 13:12:59,great service and punctually on time.,great service punctually time
Muhamed Cicak,1,Negative,2026-04-05 13:06:49,worst ride hailing app i have ever witnessed,worst ride hailing ever witnessed
Suraj Khanal,5,Positive,2026-04-05 13:04:41,Any were going to the near by this grab car amazing service,going near car amazing service
ashok k,4,Positive,2026-04-05 12:53:25,rates shown high many times,rate shown high many time
Mohd Fazrul,5,Positive,2026-04-05 12:39:11,"Convenient for rides, food, and deliveries all in one place.",convenient ride food delivery place
Dewi Rusdiana,5,Positive,2026-04-05 12:13:48,"this application is useful but sometimes I find the rude driver that reminds me to give them tips in chat and after they arrive 😅 I always give the driver tip but if I found the one like this, I will think twice 🤔",application useful sometimes find rude driver reminds give tip chat arrive always give driver tip found like think twice
Diggy Dawg,3,Neutral,2026-04-05 11:58:25,"double charged me for a ride - took money from my Maya wallet and then put a hold on my grab wallet for the same amount and eventually never gave my money back, help desk was absolutely no help and couldn't even be bothered to check the charges and holds on my transaction - garbage app - useless employees. edit: it took over a month to resolve, they eventually removed the hold charge and returned the money to my grab wallet, changing from 1 to 3 star. Not happy with their delays and vagueness.",double charged ride took money maya wallet put hold wallet amount eventually never gave money back help desk absolutely help couldnt even bothered check charge hold transaction garbage useless employee edit took month resolve eventually removed hold charge returned money wallet changing star happy delay vagueness
Erlinda Marzon,5,Positive,2026-04-05 11:58:13,satisfied,satisfied
Hadi,1,Negative,2026-04-05 11:48:33,"always error unsuccessful grab food booking using company credit card, worst customer service never actually fixed the issue it's more than a year and the issue is never actually resolved",always error unsuccessful food booking using company credit card worst customer service never actually fixed issue year issue never actually resolved
Marina Wong,5,Positive,2026-04-05 11:32:23,pemandu grab memang baik sangat,pemandu memang baik sangat
Hannah Chriz Ompoy,5,Positive,2026-04-05 11:24:21,nice experience,nice experience
alissya humairah,1,Negative,2026-04-05 11:15:39,LAMAAAAAA NUNGGU SAMPE SEJAMMM,lamaaaaaa nunggu sampe sejammm
yancy regner,5,Positive,2026-04-05 11:09:37,good service but has to be online payment cause if use COD it take a long time most driver won't accept COD😔😭,good service online payment cause cod take long time driver wont accept cod
Roger Escuadro,5,Positive,2026-04-05 11:02:55,yummy,yummy
pyay thartun,5,Positive,2026-04-05 10:58:50,မကောင်းဘူး ငှားတဲ့taxiသမားတွေကအပြောအဆိုညံ့တယ်,taxi
Ili Diana,1,Negative,2026-04-05 10:07:14,Price is increasing,price increasing
Long Tran,1,Negative,2026-04-05 09:47:03,stupid apps. Sử dụng thẻ chính chủ mà không thanh toán được. Liên hệ với Customer Support mà trả lời như chat bot.,stupid apps dng chnh khng thanh ton lin customer support chat bot
Faraliza Lias,1,Negative,2026-04-05 09:02:21,Poor services.,poor service
Liahjay Quezada,5,Positive,2026-04-05 09:01:59,good,good
Gecko,2,Negative,2026-04-05 08:54:42,Doesn't show discounts on delivery fees even when subscribed to Grab Unlimited and the chatbot just loops and doesn't connect to any real agent.,doesnt show discount delivery fee even subscribed unlimited chatbot loop doesnt connect real agent
purefun,5,Positive,2026-04-05 08:53:16,Grab is consistently reliable. I use this app everyday. I love how quickly I can book a ride.,consistently reliable everyday love quickly book ride
Gary Sutcliffe,5,Positive,2026-04-05 08:24:56,very helpful and personable,helpful personable
Iggy Guir,5,Positive,2026-04-05 08:22:01,the best quality services,best quality service
Love from Light,5,Positive,2026-04-05 06:02:27,I keep this handy. This is useful when I am hungry or if it is hard to find a ride.,keep handy useful hungry hard find ride
Kristin Fuentes,5,Positive,2026-04-05 05:44:45,positive vibes,positive vibe
Pooky Egg (Ethan),1,Negative,2026-04-05 04:29:08,all the fees and delivery prices are hella expensive. and i didn't get a driver in time which make me late for my flight,fee delivery price hella expensive didnt driver time make late flight
El,1,Negative,2026-04-05 04:20:39,apps ga jelas mau bayar pake superbank udh isi tp saldo ga update,apps jelas mau bayar pake superbank udh isi saldo update
Analyn Arroja,5,Positive,2026-04-05 03:16:57,good,good
Sangeeta Chennuri,5,Positive,2026-04-05 02:59:56,nice app,nice
Shourya Rathod,4,Positive,2026-04-05 02:47:08,nice aap 😃,nice aap
Bien Gerome Ortiz,5,Positive,2026-04-05 02:40:17,good,good
hanung nugroho,1,Negative,2026-04-05 01:47:42,"Sangat tidak direkomendasikan bayar pakai kartu di Grab! Saya pesan GrabFood pakai Mastercard, ternyata merchant-nya tutup. Pesanan memang dibatalkan otomatis, TAPI DANA SAYA TIDAK LANGSUNG KEMBALI. Uang saya masih ""ditahan"" oleh Grab. Harusnya kalau merchant yang tutup, sistem bisa langsung membatalkan transaksi dan mengembalikan dana saat itu juga. Proses refund yang lambat ini sangat merugikan konsumen. Bikin kapok bayar non-tunai. dan saat ini terjadi lagi seperti ini 2 April 2026",sangat tidak direkomendasikan bayar pakai kartu saya pesan grabfood pakai mastercard ternyata merchantnya tutup pesanan memang dibatalkan otomatis tapi dana saya tidak langsung kembali uang saya masih ditahan oleh harusnya kalau merchant yang tutup sistem bisa langsung membatalkan transaksi dan mengembalikan dana saat itu juga prose refund yang lambat ini sangat merugikan konsumen bikin kapok bayar nontunai dan saat ini terjadi lagi seperti ini april
Blaze Xedit,1,Negative,2026-04-05 01:31:19,today I booked a grab for rm 45 and it instantly deducted the money from my card and then I waited for a grab driver but the time ran out and I didn't get a grab driver and WORST OF ALL I DIDN'T GET MY REFUND it's was from BSC(sungai buloh) to Taipan pls fix this and i hope i can get my refund,today booked instantly deducted money card waited driver time ran didnt driver worst didnt refund bscsungai buloh taipan pls fix hope refund
Syah mi,5,Positive,2026-04-05 00:57:20,app yang paling okey untuk transport,yang paling okey untuk transport
nur asilah (mummy buyong),5,Positive,2026-04-05 00:49:00,"easy to order grab car,food",easy order carfood
Anandhi Anu,5,Positive,2026-04-05 00:48:56,good,good
kechoz production,2,Negative,2026-04-05 00:38:58,"soke driver once almost reach to your pick up point, they will stay there for a bery long time then waited for 20min n cancel the grab",soke driver almost reach pick point stay bery long time waited min cancel
Teja Putra,5,Positive,2026-04-04 22:32:39,great super app,great super
Kholneo Kipgen,1,Negative,2026-04-04 22:24:37,"became more and more expensive and useless, 24/7 more expensive than others.",became expensive useless expensive others
Stephanie,5,Positive,2026-04-04 22:18:46,It was a bit difficult to navigate the app at first but the delivery riders were awesome and patient and they taught me how to proceed with my payments using my bank's app! using QRph. Thank you.,bit difficult navigate first delivery rider awesome patient taught proceed payment using bank using qrph thank
Kobo Chan,1,Negative,2026-04-04 22:08:07,"App paling t4i. Pesan makanan otomatis dibagi jd 2 driver. Kalau 1 driver kejauhan selalu cancel. Merchant ga mau cancel, driver yg 1 ga mau cancel. Orderan gantung terus. Moga² cepet bangkrut!!!",paling pesan makanan otomatis dibagi driver kalau driver kejauhan selalu cancel merchant mau cancel driver mau cancel orderan gantung terus moga cepet bangkrut
Rey an Marbebe,5,Positive,2026-04-04 22:04:35,good service,good service
Jana Ahmad,5,Positive,2026-04-04 21:03:41,رائع حقا ومفيد للغايه,
Saiful Bahrin Dolah,2,Negative,2026-04-04 20:58:09,Food rider sombong,food rider sombong
VARSHAN2011,5,Positive,2026-04-04 20:54:16,the order is very fast and delivery man is so friendly 😄,order fast delivery man friendly
N K,1,Negative,2026-04-04 20:51:07,"Grab, please evaluate! How hard to find a courier nowadays?! Ban whoever off bid in a certain period. I will revise this review once the regulation improves.",evaluate hard find courier nowadays ban whoever bid certain period revise review regulation improves
Yatik Judika,5,Positive,2026-04-04 20:34:50,keep it good,keep good
User Name,2,Negative,2026-04-04 20:13:01,"The app itself works fine, but too much drivers accept your ride without actually coming for you. they do other rides while you're waiting for them and sometimes when the app says they're 5min away, they don't move at all. And we can't even report them...",work fine much driver accept ride without actually coming ride youre waiting sometimes say theyre min away dont move cant even report
Adeef Lorencius Piturus,5,Positive,2026-04-04 19:57:47,"banyak diskaun, mudah guna, xde masalah langsung sepanjang guna app ni",banyak diskaun mudah guna xde masalah langsung sepanjang guna
RONNIE ONG,5,Positive,2026-04-04 19:30:55,good service,good service
Giuseppe Saroli Young old Timer,1,Negative,2026-04-04 19:25:39,I could not get the location on my phone I ordered a meal from my last hotel and charged me You cannot cancel,location phone ordered meal last hotel charged cancel
Habiqi,1,Negative,2026-04-04 19:23:50,sampah. order nunggu berjam-jam malah di-cancel. perbaiki optimasi ordernya,sampah order nunggu berjamjam malah dicancel perbaiki optimasi ordernya
Kitten Mimi,1,Negative,2026-04-04 19:23:06,"potongan aplikasi makin lama makin besar jadi kualitas driver di sini kakin lama makin buruk, pesan makanan tidak ada yang pickup, customer service juga cukup buruk karena anda hanya akan diputar putar oleh sistem/AI dan jarang akan terhubung dengan customer service sungguhan untuk mengatasi kendala atau driver yang menipu",potongan aplikasi makin lama makin besar jadi kualitas driver sini kakin lama makin buruk pesan makanan tidak ada yang pickup customer service juga cukup buruk karena anda hanya akan diputar putar oleh sistemai dan jarang akan terhubung dengan customer service sungguhan untuk mengatasi kendala atau driver yang menipu
Nemia Caniban bonto,5,Positive,2026-04-04 19:19:23,good,good
Cie Aquino,1,Negative,2026-04-04 19:12:25,"Ang Hirap magfollowup ng concern kasi mali ang order na dineliver sakin and they didn't even double check it before have it send to me, I have reported my concern to grab since I received my order but till now it hasn't solve my concern.",ang hirap magfollowup concern kasi mali ang order dineliver sakin didnt even double check send reported concern since received order till hasnt solve concern
Blanche Zaph,5,Positive,2026-04-04 19:07:01,friendly and helpful,friendly helpful
